,Time,open,high,low,close,volume,open_return,close_return,open_logreturn,close_logreturn,X,X_diff_sub,X_diff_div
23,2024-01-24,39897.59,40555.0,39484.19,40084.88,39293.82861,0.008329201208450656,0.0046940166827077025,0.008294704831208055,0.004683034141144241,40074,206.0,0.005167051269188372
24,2024-01-25,40084.89,40300.24,39550.0,39961.09,31022.11853,0.004694519142635005,-0.00308819684629219,0.004683534253410719,-0.003092975166303934,39916,-158.0,-0.003942705993911222
25,2024-01-26,39961.09,42246.82,39822.52,41823.51,47384.96726,-0.003088445546439142,0.04660583582680066,-0.0030932246368962843,0.04555239092628425,41818,1902.0,0.04765006513678727
26,2024-01-27,41823.51,42200.0,41394.34,42120.63,16224.41667,0.04660583582680066,0.007104138318376323,0.04555239092628425,0.00707902280697713,42124,306.0,0.0073174231192310035
27,2024-01-28,42120.63,42842.68,41620.81,42031.06,27294.99838,0.007104138318376323,-0.002126511403082046,0.00707902280697713,-0.002128775638974226,42026,-98.0,-0.002326464723198196
28,2024-01-29,42031.05,43333.0,41804.88,43302.7,31542.74207,-0.002126748816434951,0.030254768735311445,-0.00212901355829348,0.029806119942710457,43305,1279.0,0.030433541141198228
29,2024-01-30,43302.71,43882.36,42683.99,42941.1,37619.24546,0.03025525177220165,-0.008350518558888905,0.029806588794485462,-0.008385579459892248,42946,-359.0,-0.008290035792633654
30,2024-01-31,42941.1,43745.11,42276.84,42580.0,39871.13688,-0.008350747562912358,-0.008409193057467054,-0.008385810392347858,-0.008444749797383772,42558,-388.0,-0.009034601592697755
31,2024-02-01,42580.0,43285.13,41884.28,43082.94,35231.04664,-0.008409193057467054,0.011811648661343408,-0.008444749797383772,0.011742435619609937,43071,513.0,0.012054137882419269
32,2024-02-02,43082.95,43488.0,42546.79,43200.0,29672.14418,0.011811883513386499,0.0027170847671954992,0.011742667730019222,0.0027134001651212595,43183,112.0,0.0026003575491631015
33,2024-02-03,43199.99,43380.01,42880.0,43011.09,12033.40998,0.0027166199157671626,-0.004372916666666747,0.0027129365732035853,-0.004382505832045197,42994,-189.0,-0.004376722321283832
34,2024-02-04,43011.1,43119.04,42222.0,42582.88,17066.89404,-0.004372454715845985,-0.009955804421603804,-0.0043820418523872785,-0.010005694851545816,42570,-424.0,-0.009861841187142395
35,2024-02-05,42582.88,43569.76,42258.1,42708.7,29467.75905,-0.009956034605020592,0.002954708558932597,-0.010005927349695453,0.002950351987088814,42659,89.0,0.0020906741836974607
36,2024-02-06,42708.7,43399.98,42574.0,43098.95,24675.85433,0.002954708558932597,0.009137482526979282,0.002950351987088814,0.009095988310426472,43092,433.0,0.010150261375090786
37,2024-02-07,43098.96,44396.5,42788.0,44349.6,34392.59915,0.009137716671310577,0.029018108329785332,0.00909622033461361,0.028605054685199374,44346,1254.0,0.02910052910052907
38,2024-02-08,44349.6,45614.3,44331.1,45288.65,45439.62231,0.029017869572722857,0.02117380991034875,0.02860482266101211,0.02095275967005496,45300,954.0,0.021512650520903787
39,2024-02-09,45288.66,48200.0,45242.12,47132.77,73503.481,0.02117403539152563,0.04071925305788526,0.020952980475906012,0.03991206359421791,47161,1861.0,0.04108167770419424
40,2024-02-10,47132.78,48170.0,46800.0,47751.09,24802.35936,0.040719244066836933,0.013118685789101718,0.0399120549549539,0.013033381077871586,47770,609.0,0.012913212188036649
41,2024-02-11,47751.08,48592.66,47557.16,48299.99,29958.80837,0.013118258672626629,0.011495025558578904,0.013032959491959588,0.01142945972783506,48313,543.0,0.01136696671551185
42,2024-02-12,48300.0,50334.82,47710.01,49917.27,59009.96705,0.011495446804553913,0.03348406490353308,0.011429876186519118,0.03293568144658824,49937,1624.0,0.033614141121437235
43,2024-02-13,49917.28,50368.61,48300.95,49699.59,55551.56706,0.03348405797101447,-0.004360815405169399,0.03293567473867776,-0.004370351494182536,49720,-217.0,-0.004345475298876633
44,2024-02-14,49699.6,52043.71,49225.01,51795.17,57046.37401,-0.00436081453156102,0.04216493536465798,-0.004370350616747797,0.041300218103198914,51844,2124.0,0.04271922767497993
45,2024-02-15,51795.17,52816.62,51314.0,51880.0,53816.03055,0.042164725671836385,0.0016377975011956085,0.04130001689431582,0.0016364577734705157,51942,98.0,0.0018902862433454182
46,2024-02-16,51880.01,52572.08,51566.0,52124.11,37772.25318,0.0016379905693910029,0.004705281418658454,0.0016366505259577974,0.004694246184426713,52161,219.0,0.004216241192098957
47,2024-02-17,52124.1,52162.82,50625.0,51642.64,25674.00622,0.004704895006766508,-0.009236992247925215,0.004693861582122442,-0.009279917800631372,51664,-497.0,-0.009528191560744581
48,2024-02-18,51642.64,52377.0,51163.28,52137.67,21992.10363,-0.009236802170205321,0.009585683458475377,-0.009279725950814437,0.009540032294676114,52130,466.0,0.009019820377826004
49,2024-02-19,52137.68,52488.77,51677.0,51774.73,29534.99432,0.009585877096910632,-0.006961185645618514,0.009540224094559858,-0.00698552773070659,51789,-341.0,-0.006541338960291632
50,2024-02-20,51774.74,52985.0,50760.37,52258.82,49614.47318,-0.006961184310464185,0.009349928044047676,-0.006985526386192861,0.009306488030900633,52275,486.0,0.009384232172855222
51,2024-02-21,52258.82,52366.8,50625.0,51849.39,43079.40049,0.009349733093782833,-0.007834658340926953,0.009306294886503204,-0.007865510526459354,51843,-432.0,-0.008263988522238197
52,2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,-0.007834849696185302,-0.01081922082400586,-0.007865703392777824,-0.01087817419895304,51253,-590.0,-0.011380514244931805
53,2024-02-23,51288.42,51548.54,50521.0,50744.15,30545.79544,-0.01081903004433224,-0.010611947102289304,-0.010877981332634535,-0.010668655359765033,50743,-510.0,-0.009950637035880838
54,2024-02-24,50744.15,51698.0,50585.0,51568.22,16560.4211,-0.010611947102289304,0.016239704478250197,-0.010668655359765033,0.016109250933854777,51562,819.0,0.01614015726307083
55,2024-02-25,51568.21,51958.55,51279.8,51728.85,18721.63159,0.01623950741119908,0.0031149029382824805,0.01610905701595395,0.0031100616788884284,51722,160.0,0.003103060393312873
56,2024-02-26,51728.85,54910.0,50901.44,54476.47,51256.72199,0.003115097460237604,0.05311581448263402,0.0031102555967893386,0.051753212367562834,54524,2802.0,0.05417423920188691
57,2024-02-27,54476.48,57588.15,54450.13,57037.34,67194.98562,0.053116007798356325,0.047008736065313986,0.0517533959330377,0.045937275755513214,57068,2544.0,0.046658352285232185
58,2024-02-28,57037.35,64000.0,56691.85,62432.1,118763.46984,0.04700872743613382,0.09458295215029316,0.04593726751376699,0.09037342510456357,62512,5444.0,0.09539496740730358
59,2024-02-29,62432.11,63676.35,60364.7,61130.98,78425.07603,0.09458293556765877,-0.02084056118567204,0.0903734099548351,-0.021060790861507746,61161,-1351.0,-0.021611850524699272
60,2024-03-01,61130.99,63114.23,60777.0,62387.9,47737.93473,-0.02084055784755637,0.020561096844840344,-0.021060787452343178,0.02035257099534111,62444,1283.0,0.020977420251467427
61,2024-03-02,62387.9,62433.19,61561.12,61987.28,25534.73659,0.020560929898239887,-0.006421437490282613,0.020352407412176202,-0.006442143609634661,62042,-402.0,-0.006437768240343367
62,2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,-0.006421437490282613,0.01817614839689695,-0.006442143609634661,0.018012936948412033,63142,1100.0,0.01772992488959102
63,2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,0.01817614839689695,0.08130909844524128,0.018012936948412033,0.07817243529189463,68359,5217.0,0.08262329352887132
64,2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,0.08130909844524128,-0.06625617932614378,0.07817243529189463,-0.06855316030923639,63796,-4563.0,-0.06675053760294913
65,2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,-0.06625617932614378,0.03687825044280785,-0.06855316030923639,0.03621451680304252,66120,2324.0,0.036428616214182696
66,2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,0.03687825044280785,0.011337735667442232,0.03621451680304252,0.011273945248864211,66941,821.0,0.01241681790683602
67,2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,0.01133788701281168,0.019469594154243267,0.011274094897545049,0.019282486315176334,68285,1344.0,0.02007738157481964
68,2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,0.0194695912406444,0.002775519239201255,0.01928248345722065,0.0027716745979517753,68463,178.0,0.0026067218276342174
69,2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,0.0027755188317808025,0.009406810711886586,0.0027716741916591287,0.009362842188647231,69026,563.0,0.008223419949461741
70,2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,0.009406662950454229,0.04527851721999634,0.00936269580421486,0.044283373561153284,72118,3092.0,0.04479471503491439
71,2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,0.04527851721999634,-0.008686272251904685,0.044283373561153284,-0.008724217811494954,71473,-645.0,-0.008943675642696713
72,2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,-0.008686410990300878,0.022678158389106324,-0.008724357765580166,0.022424831790492365,73121,1648.0,0.02305765813663907
73,2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,0.02267816156300725,-0.023038380696626826,0.02242483489401119,-0.02330791194500903,71371,-1750.0,-0.02393293308351907
74,2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,-0.02303824699886677,-0.026461942143979116,-0.02330777509444276,-0.02681836109117046,69516,-1855.0,-0.025990948704655903
75,2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,-0.02646208222169997,-0.06042056205876715,-0.02681850497638359,-0.062322910279710986,65248,-4268.0,-0.061395937625870256
76,2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,-0.06042028298194639,0.047363249022252904,-0.06232261325663018,0.046275814432356635,68352,3104.0,0.047572339382049966
77,2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,0.0473629354934347,-0.01145562413259262,0.046275515081710655,-0.01152174525222046,67613,-739.0,-0.010811680711610538
78,2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,-0.011455333381973472,-0.0839016541786207,-0.011521451132317017,-0.08763155563733493,61897,-5716.0,-0.08453995533403336
79,2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,-0.08390164176896904,0.09530768162693289,-0.08763154209113477,0.09103531158594273,67872,5975.0,0.09653133431345617
80,2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,0.09530750478587967,-0.03448146247721307,0.09103515013261723,-0.03508997737785613,65485,-2387.0,-0.035169141914191404
81,2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,-0.034481315072660806,-0.026024380901316837,-0.0350898247090722,-0.026369007379098856,63807,-1678.0,-0.025624188745514198
82,2024-03-23,63796.64,65999.0,63000.0,63990.01,26410.11409,-0.02602452959697886,0.0030310373712471787,-0.026369160047882798,0.003026453038660462,64001,194.0,0.003040418762831676
83,2024-03-24,63990.02,67628.69,63772.29,67209.99,31395.78015,0.0030311941193140795,0.050320042144078474,0.003026609313041695,0.04909491976870599,67188,3187.0,0.04979609693598541
84,2024-03-25,67210.0,71150.0,66385.06,69880.01,53431.14486,0.05032003428034564,0.03972653470116554,0.049094912281718694,0.038957731173826136,69898,2710.0,0.04033458355658759
85,2024-03-26,69880.0,71561.1,69280.0,69988.0,38934.38417,0.03972623121559292,0.0015453632591066492,0.038957439283981224,0.0015441704140665396,69997,99.0,0.0014163495378980429
86,2024-03-27,69987.99,71769.54,68359.18,69469.99,49119.35685,0.0015453634802519353,-0.007401411670572023,0.0015441706348706414,-0.007428938024621631,69421,-576.0,-0.008228924096747026
87,2024-03-28,69469.99,71552.06,68903.62,70780.6,35439.03239,-0.007401269846440796,0.018865844086057886,-0.007428795142974657,0.01869009109453202,70803,1382.0,0.01990752077901492
88,2024-03-29,70780.6,70916.16,69009.0,69850.54,25445.08353,0.018865844086057886,-0.013140041197729492,0.01869009109453202,-0.01322713532737063,69903,-900.0,-0.012711325791279982
89,2024-03-30,69850.53,70321.1,69540.0,69582.18,13644.61142,-0.013140182479380041,-0.0038419173280550244,-0.013227278490196776,-0.0038493164497219014,69613,-290.0,-0.00414860592535371
90,2024-03-31,69582.17,71366.0,69562.99,71280.01,19396.34433,-0.0038419178780748063,0.024400356528065114,-0.003849317001862878,0.024107423379159526,71285,1672.0,0.024018502291238697
91,2024-04-01,71280.0,71288.23,68062.86,69649.8,41445.32039,0.024400360034761804,-0.0228705074536324,0.02410742680232966,-0.02313609473301786,69699,-1586.0,-0.02224871992705335
92,2024-04-02,69649.81,69674.23,64550.0,65463.99,71799.82793,-0.022870230078563446,-0.06009794715849873,-0.023135810865801017,-0.06197960825197718,65469,-4230.0,-0.060689536435243
93,2024-04-03,65463.99,66903.63,64493.07,65963.28,39887.21778,-0.06009808210532089,0.0076269411626147575,-0.061979751827397025,0.007598003093028574,65988,519.0,0.007927416028960188
94,2024-04-04,65963.27,69309.91,65064.52,68487.79,41510.48453,0.00762678840687844,0.03827144435510173,0.007597851493521016,0.03755725764251874,68538,2550.0,0.03864338970721959
95,2024-04-05,68487.8,68756.67,65952.56,67820.62,37915.23073,0.03827175335607223,-0.009741444423889255,0.037557555253443196,-0.009789202703133824,67857,-681.0,-0.009936093845749783
96,2024-04-06,67820.63,69692.0,67447.83,68896.0,20134.28919,-0.009741443001527253,0.01585623959202975,-0.009789201266779655,0.015731842680183246,68917,1060.0,0.015621085518074729
97,2024-04-07,68896.0,70326.29,68824.0,69360.39,21534.74433,0.01585608980630223,0.006740449372967943,0.015731695232412014,0.006717834111896003,69358,441.0,0.006399001697694251
98,2024-04-08,69360.38,72797.99,69043.24,71620.0,45723.87624,0.006740304226660541,0.0325778156668381,0.006717689937379153,0.03205840927643814,71613,2255.0,0.03251247152455372
99,2024-04-09,71620.0,71758.19,68210.0,69146.0,39293.90242,0.032577964538256496,-0.03454342362468584,0.03205855345095488,-0.03515415339654028,69135,-2478.0,-0.034602655942356786
100,2024-04-10,69146.0,71172.08,67518.0,70631.08,42006.02377,-0.03454342362468584,0.021477453504179587,-0.03515415339654028,0.02125006308303191,70630,1495.0,0.02162435813987118
101,2024-04-11,70631.08,71305.89,69567.21,70006.23,31917.25595,0.021477453504179587,-0.008846672031632615,0.02125006308303191,-0.00888603616768445,70015,-615.0,-0.008707348152343197
102,2024-04-12,70006.22,71227.46,65086.86,67116.52,56072.86229,-0.008846813612364423,-0.0412778976956764,-0.008886179012124278,-0.04215402471169341,67150,-2865.0,-0.04091980289937869
103,2024-04-13,67116.52,67929.0,60660.57,63924.51,71395.22019,-0.04127776074754496,-0.04755922982896017,-0.042153881867253634,-0.04872735746222276,64054,-3096.0,-0.046105733432613594
104,2024-04-14,63924.52,65840.0,62134.0,65661.84,61599.17818,-0.0475590808343461,0.02717783835965257,-0.04872720102771564,0.026815078915186055,65749,1695.0,0.02646204764729765
105,2024-04-15,65661.85,66867.07,62274.4,63419.99,52389.53069,0.027177834108101383,-0.03414235726565078,0.026815074776125648,-0.03473882339914055,63438,-2311.0,-0.03514882355625182
106,2024-04-16,63419.99,64365.0,61600.0,63793.39,53435.29331,-0.03414250436136063,0.00588773350484605,-0.03473897569458725,0.005870468536476564,63830,392.0,0.006179261641287459
107,2024-04-17,63793.4,64499.0,59678.16,61277.37,50610.54509,0.005887891183836571,-0.039440136352684764,0.0058706252925169455,-0.040238973210926274,61278,-2552.0,-0.03998120006266648
108,2024-04-18,61277.38,64117.09,60803.35,63470.08,43601.60918,-0.039440130170205756,0.035783356890153724,-0.04023896677459764,0.035158006998813135,63515,2237.0,0.036505760631874384
109,2024-04-19,63470.09,65450.0,59600.01,63818.01,69774.30271,0.03578335105058342,0.005481795516879769,0.03515800136098322,0.005466825160537417,63821,306.0,0.004817759584350156
110,2024-04-20,63818.01,65419.0,63090.07,64940.59,23137.42975,0.005481637098671288,0.017590332258871664,0.005466667605998153,0.01743741302682119,64990,1169.0,0.018316854953698725
111,2024-04-21,64940.58,65695.56,64237.5,64941.15,19316.42152,0.01759017556329318,8.623266280841422e-06,0.017437259039911515,8.623229100669178e-06,64950,-40.0,-0.0006154793045083373
112,2024-04-22,64941.15,67232.35,64500.0,66819.32,31397.99371,8.777254530213757e-06,0.028921107802987865,8.777216010427946e-06,0.028510785110948657,66855,1905.0,0.029330254041570525
113,2024-04-23,66819.32,67183.01,65765.81,66414.0,22599.90004,0.028921107802987865,-0.006065910278644065,0.028510785110948657,-0.006084382651452649,66421,-434.0,-0.006491661057512532
114,2024-04-24,66414.0,67070.43,63606.06,64289.59,33595.69637,-0.006065910278644065,-0.031987382178456404,-0.006084382651452649,-0.03251015685090299,64259,-2162.0,-0.03254994655304799
115,2024-04-25,64289.58,65297.94,62794.0,64498.34,31341.46338,-0.031987532749119134,0.0032470264626045992,-0.03251031239709284,0.0032417662557915235,64493,234.0,0.0036415132510621007
116,2024-04-26,64498.33,64820.01,63297.48,63770.01,27085.19346,0.003247026967667233,-0.011292228606193501,0.0032417667592195376,-0.011356469895713836,63745,-748.0,-0.011598157939621379
117,2024-04-27,63770.0,63923.41,62391.24,63461.98,20933.06052,-0.01129223035697206,-0.0048303269828560294,-0.011356471666488349,-0.004842030716018614,63429,-316.0,-0.004957251549141062
118,2024-04-28,63461.98,64370.0,62781.0,63118.62,16949.20005,-0.0048301709267680225,-0.005410483568271909,-0.004841873902482252,-0.005425173243951366,63098,-331.0,-0.0052184332087846785
119,2024-04-29,63118.62,64228.35,61765.53,63866.0,28150.22947,-0.005410483568271909,0.011840879917843536,-0.005425173243951366,0.01177132522006203,63832,734.0,0.011632698342261216
120,2024-04-30,63866.0,64734.0,59191.6,60672.0,54947.65535,0.011840879917843536,-0.05001096044843892,0.01177132522006203,-0.051304831768252054,60632,-3200.0,-0.05013159543802481
121,2024-05-01,60672.01,60841.63,56552.82,58364.97,81166.46823,-0.05001080387060405,-0.03802462420886074,-0.05130466694759057,-0.03876642553474422,58256,-2376.0,-0.03918722786647311
122,2024-05-02,58364.97,59625.0,56911.84,59060.61,47583.81961,-0.038024782762265515,0.011918793070569545,-0.03876659035540574,0.011848323644138173,59099,843.0,0.014470612469101862
123,2024-05-03,59060.6,63333.0,58811.32,62882.01,43628.40143,0.011918621734920747,0.0647030228776845,0.011848154326536346,0.06269590851696512,62915,3816.0,0.06456962046735137
124,2024-05-04,62882.01,64540.0,62541.03,63892.04,24368.69282,0.06470320315066226,0.016062304624168324,0.06269607783456686,0.01593467072506892,63899,984.0,0.015640149407931236
125,2024-05-05,63892.03,64646.0,62822.17,64012.0,18526.75029,0.016062145596172844,0.0018775421789631248,0.015934514211037094,0.0018757817997593531,64021,122.0,0.00190926305575978
126,2024-05-06,64012.0,65500.0,62700.0,63165.19,34674.91949,0.0018776989868689595,-0.013228925826407513,0.0018759383137911566,-0.013317207511333138,63164,-857.0,-0.01338623264241423
127,2024-05-07,63165.18,64422.41,62261.0,62312.08,25598.79472,-0.013229082047116161,-0.013506014942724,-0.01331736582639227,-0.013598050793730939,62320,-844.0,-0.013362041669305325
128,2024-05-08,62312.07,63020.22,60888.0,61193.03,26121.19004,-0.013506017080929723,-0.017958797074339405,-0.01359805296121068,-0.018122013335120257,61181,-1139.0,-0.018276636713735583
129,2024-05-09,61193.03,63429.03,60630.0,63074.01,30660.8061,-0.017958639473861178,0.030738468090238436,-0.01812185285258133,0.030275504659909153,63075,1894.0,0.03095732335202106
130,2024-05-10,63074.0,63469.13,60187.12,60799.99,36529.34025,0.030738304672934175,-0.03605320162773865,0.030275346115989074,-0.03671917430504504,60793,-2282.0,-0.03617915180340869
131,2024-05-11,60799.99,61515.0,60487.09,60825.99,13374.56936,-0.03605304879982246,0.0004276316492815213,-0.03671901576112514,0.0004275402409262431,60816,23.0,0.0003783330317634892
132,2024-05-12,60825.99,61888.0,60610.0,61483.99,12753.13236,0.0004276316492815213,0.010817744191257717,0.0004275402409262431,0.01075965097938284,61462,646.0,0.010622204682978253
133,2024-05-13,61484.0,63450.0,60749.21,62940.08,32733.41839,0.010817908594664914,0.023682425294780055,0.010759813623335902,0.023406346968515828,62934,1472.0,0.02394975757378548
134,2024-05-14,62940.09,63118.36,61142.77,61577.49,29088.72041,0.023682421442976977,-0.021649003306001578,0.023406343205822428,-0.021886781008613777,61543,-1391.0,-0.022102520100422685
135,2024-05-15,61577.49,66444.16,61319.47,66206.5,43559.74719,-0.02164915874762808,0.07517373637671822,-0.021886939889873502,0.07248226375544757,66242,4699.0,0.07635311895747687
136,2024-05-16,66206.51,66752.01,64602.77,65235.21,31106.3671,0.07517389877372392,-0.01467061391253126,0.07248241479800735,-0.014779291590717515,65252,-990.0,-0.014945200929923574
137,2024-05-17,65235.21,67451.2,65106.38,67024.0,26292.23409,-0.014670762739192803,0.027420621471135005,-0.014779442633277386,0.027051410361314365,67053,1801.0,0.02760068656899395
138,2024-05-18,67024.0,67400.01,66600.0,66915.2,14441.25774,0.027420621471135005,-0.0016232991167343476,0.027051410361314365,-0.0016246180943355483,66930,-123.0,-0.001834369826853366
139,2024-05-19,66915.2,67700.0,65857.25,66274.01,18025.30409,-0.0016232991167343476,-0.009582127827459267,-0.0016246180943355483,-0.00962833180615985,66275,-655.0,-0.009786343941431297
140,2024-05-20,66274.0,71515.56,66060.31,71446.62,50816.7011,-0.009582277270336144,0.07804884599558712,-0.009628482694883008,0.07515278314448008,71401,5126.0,0.07734439834024887
141,2024-05-21,71446.62,71979.0,69162.94,70148.34,49607.4336,0.0780490086610133,-0.01817132846872251,0.07515293403320333,-0.018338454758227797,70136,-1265.0,-0.017716838699738058
142,2024-05-22,70148.34,70666.0,68842.19,69166.62,27673.18026,-0.01817132846872251,-0.013994914206095272,-0.018338454758227797,-0.014093766386815483,69118,-1018.0,-0.014514657237367445
143,2024-05-23,69166.62,70096.12,66312.16,67969.65,40513.17374,-0.013994914206095272,-0.017305602037514647,-0.014093766386815483,-0.017457094288918538,67945,-1173.0,-0.016970977169478263
144,2024-05-24,67969.66,69250.0,66600.12,68549.99,28095.83664,-0.01730545745910371,0.008538222574340329,-0.017456947164440597,0.008501978114690344,68548,603.0,0.00887482522628602
145,2024-05-25,68549.99,69610.0,68500.0,69290.57,12130.39418,0.00853807419369174,0.010803502670095236,0.008501830990212534,0.01074556177134258,69275,727.0,0.010605706949874616
146,2024-05-26,69290.56,69562.23,68128.01,68507.67,11872.11797,0.010803356791153323,-0.011298795781301968,0.01074541745154951,-0.011363112097898122,68489,-786.0,-0.011346084446048343
147,2024-05-27,68507.67,70687.56,68250.0,69436.43,23136.92737,-0.011298653092138372,0.013557022155329394,-0.011362967778104952,0.013465947937329524,69392,903.0,0.013184598986698548
148,2024-05-28,69436.43,69591.81,67277.91,68398.39,32622.97042,0.013557022155329394,-0.014949501292045022,0.013465947937329524,-0.0150623714003808,68327,-1065.0,-0.015347590500345842
149,2024-05-29,68398.4,68935.68,67124.65,67652.42,23159.83149,-0.014949357275424426,-0.010906250863507185,-0.015062225198119922,-0.010966160005080427,67564,-763.0,-0.01116688863845916
150,2024-05-30,67652.41,69500.0,67128.0,68352.17,28478.2184,-0.010906541673489303,0.010343310704923786,-0.010966454021724553,0.010290184685345129,68338,774.0,0.011455804866497
151,2024-05-31,68352.17,69044.1,66670.0,67540.01,26690.32184,0.010343460048208108,-0.01188199291990296,0.010290332499728404,-0.011953148002230988,67477,-861.0,-0.012599139570956153
152,2024-06-01,67540.01,67900.0,67428.44,67766.85,8837.66133,-0.01188199291990296,0.003358601812466582,-0.011953148002230988,0.003352974306247208,67723,246.0,0.0036456866784237985
